slug,title,date_published,site,keyword,position,impressions,clicks,ctr,pageviews,unique_visitors,bounce_rate,avg_session_duration,pages_per_session,email_signups,affiliate_clicks,affiliate_conversions,revenue,word_count,reading_time_minutes,grade_score,revenue_per_pageview,conversion_rate,value_score,last_updated
best-credit-cards-for-groceries-2025,Best Credit Cards for Groceries 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,901,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322189
best-credit-cards-for-groceries-2025_1,Best Credit Cards for Groceries 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,849,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322222
best-credit-cards-for-groceries-2025_2,Best Credit Cards for Groceries 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,848,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322244
best-credit-cards-for-groceries-2025_3,Best Credit Cards for Groceries 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,775,3,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322264
best-credit-cards-for-groceries-2025_4,Best Credit Cards for Groceries 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,915,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322284
best-credit-cards-for-groceries-2025_5,Best Credit Cards for Groceries 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,891,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322302
best-credit-cards-for-groceries-2026,Best Credit Cards for Groceries 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,803,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322318
best-credit-cards-for-groceries-2026_1,Best Credit Cards for Groceries 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,819,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322333
best-credit-cards-for-groceries-2026_2,Best Credit Cards for Groceries 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,779,3,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322348
best-credit-cards-for-groceries-2026_3,Best Credit Cards for Groceries 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,777,3,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322363
best-credit-cards-for-groceries-2026_4,Best Credit Cards for Groceries 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,851,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322377
best-credit-cards-for-groceries-2026_5,Best Credit Cards for Groceries 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,880,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322393
business-credit-cards-for-startups,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,888,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322442
business-credit-cards-for-startups_1,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,892,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322460
business-credit-cards-for-startups_10,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,883,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322474
business-credit-cards-for-startups_11,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,847,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322489
business-credit-cards-for-startups_12,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,871,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322503
business-credit-cards-for-startups_13,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,852,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322518
business-credit-cards-for-startups_14,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,786,3,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322532
business-credit-cards-for-startups_15,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,855,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322546
business-credit-cards-for-startups_16,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,935,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322560
business-credit-cards-for-startups_17,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,845,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322573
business-credit-cards-for-startups_18,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,861,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322587
business-credit-cards-for-startups_19,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,836,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322600
business-credit-cards-for-startups_2,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,844,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322614
business-credit-cards-for-startups_20,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,879,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322628
business-credit-cards-for-startups_21,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,845,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322642
business-credit-cards-for-startups_22,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,836,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322656
business-credit-cards-for-startups_23,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,791,3,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322670
business-credit-cards-for-startups_3,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,956,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322684
business-credit-cards-for-startups_4,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,836,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322698
business-credit-cards-for-startups_5,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,823,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322711
business-credit-cards-for-startups_6,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,850,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322725
business-credit-cards-for-startups_7,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,833,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322740
business-credit-cards-for-startups_8,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,889,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322753
business-credit-cards-for-startups_9,Business Credit Cards for Startups,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,837,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322766
capital-one-venture-x-card-review,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,931,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322780
capital-one-venture-x-card-review_1,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,982,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322796
capital-one-venture-x-card-review_10,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,972,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322810
capital-one-venture-x-card-review_11,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,864,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322824
capital-one-venture-x-card-review_12,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,972,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322837
capital-one-venture-x-card-review_13,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,908,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322852
capital-one-venture-x-card-review_14,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,1012,5,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322866
capital-one-venture-x-card-review_15,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,882,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322880
capital-one-venture-x-card-review_16,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,961,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322895
capital-one-venture-x-card-review_17,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,890,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322909
capital-one-venture-x-card-review_18,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,916,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322924
capital-one-venture-x-card-review_19,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,991,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322938
capital-one-venture-x-card-review_2,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,922,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322952
capital-one-venture-x-card-review_20,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,914,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322968
capital-one-venture-x-card-review_21,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,945,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322982
capital-one-venture-x-card-review_22,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,861,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.322998
capital-one-venture-x-card-review_23,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,963,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323012
capital-one-venture-x-card-review_3,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,872,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323029
capital-one-venture-x-card-review_4,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,888,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323044
capital-one-venture-x-card-review_5,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,882,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323060
capital-one-venture-x-card-review_6,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,925,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323075
capital-one-venture-x-card-review_7,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,872,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323090
capital-one-venture-x-card-review_8,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,901,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323105
capital-one-venture-x-card-review_9,Capital One Venture X Card Review,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,911,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323118
chase-sapphire-preferred-vs-reserve-2025,Chase Sapphire Preferred vs Reserve 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,888,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323133
chase-sapphire-preferred-vs-reserve-2025_1,Chase Sapphire Preferred vs Reserve 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,830,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323146
chase-sapphire-preferred-vs-reserve-2025_2,Chase Sapphire Preferred vs Reserve 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,858,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323160
chase-sapphire-preferred-vs-reserve-2025_3,Chase Sapphire Preferred vs Reserve 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,900,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323174
chase-sapphire-preferred-vs-reserve-2025_4,Chase Sapphire Preferred vs Reserve 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,857,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323188
chase-sapphire-preferred-vs-reserve-2025_5,Chase Sapphire Preferred vs Reserve 2025,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,844,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323203
chase-sapphire-preferred-vs-reserve-2026,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,918,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323219
chase-sapphire-preferred-vs-reserve-2026_1,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,849,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323235
chase-sapphire-preferred-vs-reserve-2026_10,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,884,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323250
chase-sapphire-preferred-vs-reserve-2026_11,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,853,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323266
chase-sapphire-preferred-vs-reserve-2026_12,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,894,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323282
chase-sapphire-preferred-vs-reserve-2026_13,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,836,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323299
chase-sapphire-preferred-vs-reserve-2026_14,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,817,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323315
chase-sapphire-preferred-vs-reserve-2026_15,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,862,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323329
chase-sapphire-preferred-vs-reserve-2026_16,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,835,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323342
chase-sapphire-preferred-vs-reserve-2026_17,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,828,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323358
chase-sapphire-preferred-vs-reserve-2026_2,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,886,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323374
chase-sapphire-preferred-vs-reserve-2026_3,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,884,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323402
chase-sapphire-preferred-vs-reserve-2026_4,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,860,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323417
chase-sapphire-preferred-vs-reserve-2026_5,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,844,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323482
chase-sapphire-preferred-vs-reserve-2026_6,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,826,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323504
chase-sapphire-preferred-vs-reserve-2026_7,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,866,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323529
chase-sapphire-preferred-vs-reserve-2026_8,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,880,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323548
chase-sapphire-preferred-vs-reserve-2026_9,Chase Sapphire Preferred vs Reserve 2026,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,926,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323565
how-to-maximize-credit-card-rewards,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,828,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323581
how-to-maximize-credit-card-rewards_1,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,829,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323602
how-to-maximize-credit-card-rewards_10,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,808,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323632
how-to-maximize-credit-card-rewards_11,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,891,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323664
how-to-maximize-credit-card-rewards_12,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,861,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323690
how-to-maximize-credit-card-rewards_13,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,872,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323716
how-to-maximize-credit-card-rewards_14,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,863,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323735
how-to-maximize-credit-card-rewards_15,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,808,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323751
how-to-maximize-credit-card-rewards_16,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,822,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323765
how-to-maximize-credit-card-rewards_17,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,810,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323783
how-to-maximize-credit-card-rewards_18,How to Maximize Credit Card Rewards,2026-03-04,credit,,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,877,4,0.0,0.0,0.0,0.0,2026-03-05T16:11:37.323798
